,edit_history_tweet_ids,id,tweet,sentiment
49,['1599812298884800531'],1599812298884800512,@bradleypallen @kidehen Hard problem! We can ask a system like #ChatGPT to answer questions from an exam that isn't online or was only after the training data was collected. This may let us compare its answers to people's. There's still a risk that they may be too similar to some in the training data.,-45.739999999999995
50,['1599811952381132800'],1599811952381132800,"#ChatGPT is down due to incredibly high usage.
Humans still stand a chance against AI!",31.64
51,['1599811940804485122'],1599811940804485120,"Why is there a phone number verification needed to use @OpenAI #ChatGPT #OpenAI 
overkill?",7.720000000000001
52,['1599811889219108865'],1599811889219108864,"Results from chatGPT is surreal, an aha moment in NLP finally after Transformers and BERT. Tried out questions from physics, maths and other domains and the results from chatGPT are literally gold nuggets. They would pass the turing test IMHO #nlp #chatgpt #openai",0.0
53,['1599811774504525826'],1599811774504525824,"30 mins later
0 likes 0 retweets JUST 0
#ChatGPT was wrong, not fit for purpose
Ngmi https://t.co/YpbSJv7MMe",-34.21
54,['1599811757991923712'],1599811757991923712,"💫🤩 ""Embrace the beauty of randomness and let it inspire you to try new things and think outside the box."" #ChatGPT #OpenAI",83.6
55,['1599811585450835969'],1599811585450835968,"@engineers_feed what they can do to make the world a better place, and to act on those ideas with compassion and determination. We are all connected, and by working together, we can achieve great things. Via #ChatGPT",91.36
56,['1599811581562716161'],1599811581562716160,"Ghostwriters in the Sky: Volume XIII: The 16 node Hopfield Network in R, and factorial function in PDP-11 Assembly Language were ... kinda kewl too ... #ChatGPT",25.16
57,['1599811578228264960'],1599811578228264960,"It is a disgrace that the mainstream media is not reporting at all on the latest ChatGPT advancement. This technology has the potential to revolutionize the way we interact with computers and AI, and it deserves more attention and coverage. #ChatGPT #AI #media https://t.co/jErq2k99bN",-49.39
58,['1599811535811268608'],1599811535811268608,RT if you are using @OpenAI's #ChatGPT to find something worthwhile to share on social media,55.74
59,['1599811506031693824'],1599811506031693824,"Wow I just tried debating with ChatGPT over the existence of God and it's unbelievable. @OpenAI

Would highly recommend you debate with it on whatever topic you like

#ChatGPT",89.99000000000001
60,['1599811391070015488'],1599811391070015488,Who else has @OpenAI's #ChatGPT saved on their home screens? Finding myself constantly asking it questions about everything that comes to mind.,42.15
61,['1599811306009157634'],1599811306009157632,"I asked #chatgpt to summarize by last WORKWORK into a tweet thread and this thread is the result.

 A thread on the benefits of letting go of blame:",5.16
62,['1599811136345366530'],1599811136345366528,"ChatGPT has just blown up🔥🔥
#ChatGPT",-58.589999999999996
63,['1599811104007282690'],1599811104007282688,"Think of its impact on #internalcomms if deployed behind an intranet... Imagine asking it for a draft story to announce a new policy or initiative. Us humans can then edit that for context, nuance etc, and our draft is at review stage in a fraction of the time  #ChatGPT https://t.co/QoUJGbZsXo",0.0
64,['1599810860574461957'],1599810860574461952,@EricRWeinstein ChatGPT is an incredibly interesting and important topic in the world of AI and natural language processing. It's fascinating to see how this technology is evolving and how it will impact our lives in the future. Criminal that MSM isn’t covering this. #AI #NLP #ChatGPT,76.88000000000001
65,['1599810848847196160'],1599810848847196160,"There's still a long way to go but its definitely a step in a cool direction.

#ai #ChatGPT #openai #tech #student #future #product #ArtificialIntelligence",75.79
66,['1599810721856245761'],1599810721856245760,"@kjaerulv @tveskov Fixing this issue is challenging. There's currently no source of truth.
Anyway, truth is a fun little toy to play with.
#funlittlebot #chatgpt",81.44
67,['1599810694089953282'],1599810694089953280,"Talk of the technology world ChatGPT, may be able to write an email/piece of code for you, but it cant write a technical solution, or a proposal. We still need experienced human resources to breakdown a problem and write a solution. #ChatGPT",32.910000000000004
68,['1599810680986558466'],1599810680986558464,"The way to get startup ideas is not to try to think of startup ideas

--written by #ChatGPT 

#startup #saas",0.0
69,['1599810563453771784'],1599810563453771776,Idk wtf #ChatGPT is but this looks pretty wild https://t.co/Qoag9VySrl,40.19
70,['1599810473519894529'],1599810473519894528,Using #ChatGPT and #dalle I wrote and illustrated a kid's book in less than 10 minutes and it's actually not bad at all.,43.1
71,['1599810319387222027'],1599810319387222016,Stay ahead of the curve 👀 #ChatGPT https://t.co/9JRP3ZGb7b,0.0
72,['1599810272536846345'],1599810272536846336,"If you didn't see #chatgpt you can try it at https://t.co/qy2wRyx1id

Here is a thread with a few examples ... and also show me your examples:

Thread 🧵👇",0.0
73,['1599810002696687616'],1599810002696687616,"D65 #66DaysOfData 
One day to go. Was tinkering with #ChatGPT to early morning. Due to that started work later. ❤️ #remotejob . Built up some SQL queries and did some data wrangling for the finla report on the Q3-Q4 project. More studies in the evening. #100DaysOfCode #Python",0.0
74,['1599809994551365632'],1599809994551365632,"It took #GPT3 2 years to reach its million users.
Copilot beat that by around 6 months.
#DALLE broke this mark in just 2.5 months.
#DreamStudio  —  less than a month.

#ChatGPT launched on Wednesday —  today, it crossed 1M users.

We are obviously at the starting line.",-29.599999999999998
75,['1599809990314713102'],1599809990314713088,"Until recently, we could hardly imagine that by entering some text prompts, we could almost instantly get realistic and highly detailed images made by AI. Same for texts. As for today, such threads could be fully generated by #ChatGPT, and AI genuinely tells you about itself.",0.0
76,['1599809936560513025'],1599809936560513024,Looks like #ChatGPT is quite the Quora killer...,-47.03
77,['1599809923151724545'],1599809923151724544,In the early days of #wordle when started almost every1 started playing everyday with built in growth hacking. Looks like #OpenAI #ChatGPT is now following the same foot steps…wondering how #chatGPT @sama team is working behind the scenes to scale.,68.45
78,['1599809775931269120'],1599809775931269120,"If you think #ChatGPT and #DALLE are cool, stay tuned for the release of my new science AI engine, Human Usable Replacement Intelligence System. H.U.B.R.I.S won't just write for us or draw for us. It will think for us too!",69.0
79,['1599809758432616453'],1599809758432616448,Muted #ChatGPT. Best decision I’ve made today.,63.690000000000005
80,['1599809725209903104'],1599809725209903104,Anyone impressed with #ChatGPT as intelligent should try out natural language inference in wolfram/Mathematica . I know not exactly apples to apples comparison. But wolfram’s Mathematica has been around for years and it’s smart (not pretending to be smart),88.74
81,['1599809554430447618'],1599809554430447616,Create a text-based choose-your-adventure computer game with #ChatGPT: https://t.co/7RrlgYTuI9,27.32
82,['1599809537372213248'],1599809537372213248,"@JagersbergKnut @bimedotcom @EvaSmartAI @Khulood_Almani @danfiehn @tobiaskintzel @chidambara09 @sonu_monika @theomitsa @BetaMoroney @Analytics_699 @Shi4Tech @FmFrancoise @PDH_Metaverse @enricomolinari @sallyeaves @labordeolivier @IanLJones98 @asokan_telecom Thanks @JagersbergKnut for sharing! Amazing, I am going to give this a go 😅😀
#ChatGPT #AI",92.99
83,['1599809276809076745'],1599809276809076736,"#ChatGPT can write a #microROS publisher &amp; subscriber! 🤯
Thanks @kamathsblog for the heads up! It's mind-blowing!
#ROS2 #GoROS https://t.co/ABFlegaMV0",58.26
84,['1599809256823218186'],1599809256823218176,"Welcome to ChatJONO, ask me anything. #ChatGPT",45.879999999999995
85,['1599809139446013956'],1599809139446013952,@ThisIsKyleR According to #ChatGPT it’s not a real risk.  😉. The AI knows best at this point.  &lt;-sarcasm,71.96000000000001
86,['1599809002749448192'],1599809002749448192,"ChatGPT is insane🤯🤯.
#OpenAI #ChatGPT",-40.19
87,['1599808850152296449'],1599808850152296448,"@VitikaSoni_ I can understand 😐
Just when I wanted to check all the hype about #ChatGPT 
This happens",0.0
88,['1599808845362053121'],1599808845362053120,"In the past, progress in AI was demonstrated by cherry-picking the best results. Now, some are cherry-picking the worst results to highlight limitations.

Of course, #ChatGPT has limitations, and you need to be aware of them. But make no mistake: Pandora is out of the box",63.739999999999995
89,['1599808725904154628'],1599808725904154624,@AndrewYang You seeing #ChatGPT and how it's coding? https://t.co/gpBCUw6Pis,0.0
90,['1599808623340707841'],1599808623340707840,I think we all know the answer today ;) #ChatGPT https://t.co/rBMYmIwICQ,22.63
91,['1599808480000368647'],1599808480000368640,Yesteryear's SEO efforts will become initiatives to maximize how often your product is mentioned in chatbot conversations. #ChatGPT,0.0
92,['1599808440393555973'],1599808440393555968,#ChatGPT is Bullshit as a Service (#BSaaS),-58.589999999999996
93,['1599808428339494912'],1599808428339494912,"According to Twitter, #ChatGPT is a breakthrough, amazing technology, that will lead to a 50% unemployment rate and complete despair.",-10.27
94,['1599808369241751557'],1599808369241751552,Stories and pictures that can mine the computational universe for stories and pictures of what to do and how to do it #ChatGPT,0.0
95,['1599808205789757442'],1599808205789757440,Oh man I'm trying this.... #ChatGPT https://t.co/ChYoxnkcQY,0.0
96,['1599807874439340037'],1599807874439340032,Frank Zappa T Shirt Vitruvian Man https://t.co/AOofoa03pf #barneymiller #metv #abevigoda #art #tshirt #fashion #mash #andygriffith #quieneslamascara #PAKvENG #leaked #FortniteChapter4 #ExitPollOnZee #ChatGPT #UkraineRussianWar #dogecoin #KeFestive #BiggBossTamil6,-31.819999999999997
97,['1599807835210031104'],1599807835210031104,"ChatGPT can make you to believe that the original sources of a text are legit even though they are entirely fictional as @cgseife found out.

1/2

#ChatGPT #deepfake #OpenAIChat 

https://t.co/GIsL5qwXKB",31.819999999999997
98,['1599807780616953862'],1599807780616953856,"""Just tried using chatGPT, and I asked it to tell me a joke, and it replied, 'Why was the computer cold? Because it left its Windows open.' #chatGPT #AIjokes"",,,,",29.599999999999998
99,['1599807764821573632'],1599807764821573632,The prompt interface to the computational universe #ChatGPT,0.0
0,['1599807677546127362'],1599807677546127360,Woah - check out this thread 👇🏻 #ChatGPT #Sobering #Diversity https://t.co/xJqgJ4SwFj,-20.23
1,['1599807644297879552'],1599807644297879552,"Should OpenAIs #ChatGPT be permissionless? 

If not who controls access and permissions?

Like / RT if you want this as a @OVioHQ Twitter Spaces. 

@ who you would want on to speak",53.620000000000005
2,['1599807638245871616'],1599807638245871616,"What is this #ChatGPT ?

Anyone on #twitter?",0.0
3,['1599807637926731779'],1599807637926731776,What does the design space of generative AI/ foundation models for creative tasks look like? Looking for research paper recommendations. #ChatGPT #AI #HCI #creativity #innovation @ai2_litweeture https://t.co/NMBkMctoF4,86.25
4,['1599807588547190785'],1599807588547190784,"Yet #ChatGPT has given me multiple incorrect dates when asked “What day is today?”, lied to me about things I’ve absolutely not said in our exchange like “That’s sick!”, and seems to have no issues just making 💩 up, naming @POTKlimates guests that have NOT been on the show! https://t.co/G57DxQcK83",-43.74
5,['1599807584721985542'],1599807584721985536,@miramurati as a team and you are great! #ChatGPT  will change the way we look into the future. Thank you 🙏,78.4
6,['1599807549963788290'],1599807549963788288,Wow! I’m not a coder but I use Macros in Excel. I just asked ChatGPT to write VB code for excel to do some things that I had planned but never got around to. It took seconds for it to write pages of code and explain it to me as if I’m the biggest dummy ever (maybe I am?) #ChatGPT https://t.co/hFKxPAtPve,89.32
7,['1599807541671649291'],1599807541671649280,Fall Hoodie Sale https://t.co/haS2SEfVnw #barneymiller #metv #abevigoda #art #tshirt #fashion #mash #andygriffith #quieneslamascara #PAKvENG #leaked #FortniteChapter4 #ExitPollOnZee #ChatGPT #UkraineRussianWar #dogecoin #KeFestive #BiggBossTamil6,-31.819999999999997
8,['1599807531550838784'],1599807531550838784,"SEOs generating tons of content with #ChatGPT now, don't forget. The accuracy of the facts will influence ranking based on Knowledge-Vault Based Trust. Don't implement this on you money site. Experiment gradually. Also, think of carbon emissions.  https://t.co/E8xFCAIcjW",60.8
9,['1599807369415794688'],1599807369415794688,"@JoelWish Anyone want to see a #tutorial on how to add and create #ChatGPT as a chatbot to your Discord or Telegram group?

time to join the future",22.63
10,['1599807346154168325'],1599807346154168320,"Today #ChatGPT is slow and giving me errors, how I feel: https://t.co/myqnjSINMQ",0.0
11,['1599807284279795725'],1599807284279795712,"I'm already test some code in ChatGPT and it's insanely cool! But this one's a mindblowing! Building a virtual machine inside ChatGPT. 

https://t.co/8ketPH6mB5

#openai #chatgpt #coding",30.36
12,['1599807270602559488'],1599807270602559488,"@zim0369 @HobbyistRust Anyone want to see a #tutorial on how to add and create #ChatGPT as a chatbot to your Discord or Telegram group?

time to join the future",22.63
13,['1599807208182935552'],1599807208182935552,"#stackoverflow has now temporarily banned the use of #ChatGPT generated answers and my account has been suspsended for 1 week LMAOOO

https://t.co/hy7wE2ooLa",-45.879999999999995
14,['1599807155577577475'],1599807155577577472,Frank Zappa T Shirt Mothers of Invention https://t.co/RRG7YGIwHY #barneymiller #metv #abevigoda #art #tshirt #fashion #mash #andygriffith #quieneslamascara #PAKvENG #leaked #FortniteChapter4 #ExitPollOnZee #ChatGPT #UkraineRussianWar #dogecoin #KeFestive #BiggBossTamil6,-31.819999999999997
15,['1599807108249051140'],1599807108249051136,"#ChatGPT is a tool that will change many things, very fast. This is one of the disruptive technologies that appear every now and then and strike all existing levels of our existence. I have been playing with it for some hours and it has blown me away 🤯",-25.0
16,['1599807096681566210'],1599807096681566208,"'AI bot #ChatGPT stuns academics with essay-writing skills and usability.'
Well, I have my doubts, so I tried it out. It is certainly very clever, but it seems to be far too fond of superficially impressive guesses. Is it an overconfident bullshitter?  https://t.co/IpnohQONKX",90.31
17,['1599807038141235200'],1599807038141235200,"Launching in 15 minutes - #ChatGPT vs #AdventofCode2022 - who's gonna win?

https://t.co/G6I1wxHV7E",58.589999999999996
18,['1599806928292544512'],1599806928292544512,"#ElonMusk-founded #ChatGPT Calls #DOGE Valuable, Legitimate Asset - Coin Edition https://t.co/5zoRoGotdZ",68.08
19,['1599806873993367552'],1599806873993367552,@Am_Shai 10yrs is a long period.. Next few years are going to be very exciting for #DigitalIntelligence and it's exponential application all around. #AI #ChatGPT,54.13
20,['1599806738223738880'],1599806738223738880,"What's your take on how long until AI tools 300x productivity by semi-independently working for you? 

PS. That will be 300 humans you won't need to employ

#ai #chatgpt #ubi https://t.co/gs3Ykv5iMQ",0.0
21,['1599806707546218507'],1599806707546218496,"@GaryMarcus @Abebab @sama Anyone want to see a #tutorial on how to add and create #ChatGPT as a chatbot to your Discord or Telegram group?

time to join the future",22.63
22,['1599806696582709248'],1599806696582709248,Google should be worried about #ChatGPT.,-29.599999999999998
23,['1599806653171261442'],1599806653171261440,"#ChatGPT is the most impressive demo of a product ever created. Yet it is the most difficult thing to ever TURN into an actual product ever, too.",42.15
24,['1599806650851860480'],1599806650851860480,"@tiagopeixoto What if LLMs, like #ChatGPT, keep improving as they did so far? Can the danger become more serious, say in two years time",7.9
25,['1599806610792013824'],1599806610792013824,Bob Weir Hoodie Kingfish Grateful Dead https://t.co/PTMGNZxlxK #barneymiller #metv #abevigoda #art #tshirt #fashion #mash #andygriffith #quieneslamascara #PAKvENG #leaked #FortniteChapter4 #ExitPollOnZee #ChatGPT #UkraineRussianWar #dogecoin #KeFestive #BiggBossTamil6,-55.74
26,['1599806518487965701'],1599806518487965696,"#ChatGPT is great news for Web3 in the sense that it becomes increasingly clear that we will soon need blockchains as a layer of verifiability for almost everything. For example, @proofofhumanity type of solutions will become very important and strategic.",85.88
27,['1599806353303691270'],1599806353303691264,"What can #ChatGPT tell us about #private5G? Let's find out...

https://t.co/rXpwODQXsX",0.0
28,['1599806238996717570'],1599806238996717568,Allman Brothers Band T Shirt Magic Mushroom https://t.co/BSRPZbLuFd #barneymiller #metv #abevigoda #art #tshirt #fashion #mash #andygriffith #quieneslamascara #PAKvENG #leaked #FortniteChapter4 #ExitPollOnZee #ChatGPT #UkraineRussianWar #dogecoin #KeFestive #BiggBossTamil6,-31.819999999999997
29,['1599806230192566280'],1599806230192566272,"@SadafJadran Anyone want to see a #tutorial on how to add and create #ChatGPT as a chatbot to your Discord or Telegram group?

time to join the future",22.63
30,['1599806225926959115'],1599806225926959104,This is wild 😂 that's AI bullying #ChatGPT https://t.co/XAMTAwA0Vg,-25.0
31,['1599806071329107969'],1599806071329107968,Devs getting blown away about #chatGPT but exact same GPT3 being able to add/refactor code following natural language since March doesn’t make them excited somehow 🥲,74.69
32,['1599806066065551361'],1599806066065551360,"With #ChatGPT my productivity going 📈📈📈
I mean, I literally on my phone telling it to build an app for my need, in my bed 😂😂",70.03
33,['1599806007642710016'],1599806007642710016,AI Homework (ChatGPT) https://t.co/9ZryNitlcZ via @stratechery #ChatGPT #Artificial_Intelligence #AI,0.0
34,['1599805980681768960'],1599805980681768960,"They use @OpenAI #chatgpt as shills for globe

Who knows how many accounts it operates

You heard it here first @elonmusk 

The AI shills the globe https://t.co/7zL9Q34awi",0.0
35,['1599805970904887300'],1599805970904887296,Just tried #chatGPT from @OpenAI and I'm blown away. This technology has the potential to be as disruptive as the iPhone. Can't wait to see what the team at OpenAI comes up with next! Try it out for yourself: https://t.co/YKyqOgq20J,-38.019999999999996
36,['1599805953301393415'],1599805953301393408,Billy Strings T Shirt Big Goat Tie Dye https://t.co/u2GCwqG7gy #barneymiller #metv #abevigoda #art #tshirt #fashion #mash #andygriffith #quieneslamascara #PAKvENG #leaked #FortniteChapter4 #ExitPollOnZee #ChatGPT #UkraineRussianWar #dogecoin #KeFestive #BiggBossTamil6,-31.819999999999997
37,['1599805952164737033'],1599805952164737024,This test was devised by #ChatGPT,0.0
38,['1599805884800323585'],1599805884800323584,"We asked Open AI's #ChatGPT what it thought of the unique architecture that #Quai has implemented to solve the blockchain trilemma...💻

What do you think of its response?👀

#QuaiNetwork 
@QuaiNetwork",20.23
39,['1599805848792215553'],1599805848792215552,"Writing just for the sake of it is now getting to no writing at all.

Credit: #ChatGPT @OpenAI

https://t.co/qYPF3pKT0q",10.27
40,['1599805743993040899'],1599805743993040896,"My conversations with #ChatGPT were sometimes delightful, sometimes frightful, and always thought-provoking. Check out my recent article on getting started, and implications for #CIOs

SPOILER ALERT: Most of this was written by #ChatGPT. 😎https://t.co/oeZaJmKy6g",75.31
41,['1599805710694461448'],1599805710694461440,"I asked @OpenAI's #ChatGPT to tell me my life story. It's invented an impressive career for me which includes presenting the News at Ten, Breakfast, Click, ITN News and Channel 4 news. I'm certainly busy but I'm not that busy!",48.4
42,['1599805623759122449'],1599805623759122432,Excited to film Episode 6 of @ThreesACrwdPod tonight! I will be diving deep into #AI and #ChatGPT today! 🔥,22.25
43,['1599805620278145024'],1599805620278145024,"Once #chatGPT goes mainstream, many plausible but nonsensical reports will circulate in businesses worldwide, much like today.",50.23
44,['1599805605312573445'],1599805605312573440,"#ChatGPT is so dry! :)

How much wood would a wood chuck if a wood chuck could chuck wood?

""It's difficult to say how much wood a woodchuck would chuck if it could chuck wood, as this is a largely fictional scenario. Woodchucks are not known for their ability to chuck anything.""",52.2
45,['1599805587285749760'],1599805587285749760,"So, basically all chatbots in #HRTeCh are done, right? #ChatGPT",0.0
46,['1599805570865037313'],1599805570865037312,@nayanikaaa @raggedtag This question 🙋🏿 should be asked here #ChatGPT... 😋,49.39
47,['1599805402513698816'],1599805402513698816,#ChatGPT probably has some way to go…😂😂😂 #hookzapp #hookzchat https://t.co/obKdmVfOSw,82.71
48,['1599805365000208384'],1599805365000208384,"This was genuinely funny. I laughed.  
There’s something here … maybe #ChatGPT being a comedians assistant or something …? https://t.co/pBmyQLACwA",79.64
49,['1599805315804823560'],1599805315804823552,"NEW SAVANNA: ChatGPT goes to the movies, Jaws and Girard #ChatGPT @OpenAI @3QD 

@3QD https://t.co/XesxfyoxcC",0.0
