,Unnamed: 0,id,sentiment,date
225,26,1598206059021479936,0.0,Nov 30
226,27,1598205732746248192,-40.0,Nov 30
227,28,1598205412012355584,0.0,Nov 30
228,29,1598204379580223488,64.0,Nov 30
229,30,1598204097458737152,34.0,Nov 30
230,31,1598202544828092416,36.0,Nov 30
231,32,1598196356580929536,-10.0,Nov 30
232,33,1598191834496634880,0.0,Nov 30
233,34,1598191167828811776,88.0,Nov 30
234,35,1598188521965359104,68.0,Nov 30
235,36,1598187211433787392,66.0,Nov 30
236,37,1598185234008518656,0.0,Nov 30
237,38,1598184415095844864,-40.0,Nov 30
238,39,1598183616525520896,1.0,Nov 30
239,40,1598179419117735936,65.0,Nov 30
240,41,1598177554070142976,-44.0,Nov 30
241,42,1598175110191808512,87.0,Nov 30
242,43,1598174861125353472,-10.0,Nov 30
243,44,1598168345261797376,80.0,Nov 30
244,45,1598167736093663232,93.0,Nov 30
245,46,1598166382654681088,0.0,Nov 30
246,47,1598166337142288384,34.0,Nov 30
247,48,1598163595531268096,65.0,Nov 30
248,49,1598162761183526912,0.0,Nov 30
249,50,1598158598101950464,-38.0,Nov 30
250,51,1598156607040679936,-67.0,Nov 30
251,52,1598151601616654336,72.0,Nov 30
252,53,1598150786160394240,94.0,Nov 30
253,54,1598149127862616064,83.0,Nov 30
254,55,1598146840720908288,0.0,Nov 30
255,56,1598141088597831680,0.0,Nov 30
256,57,1598135223476432896,90.0,Nov 30
257,58,1598133084892692480,0.0,Nov 30
258,59,1598132077618421760,27.0,Nov 30
259,60,1598128308587462656,76.0,Nov 30
260,61,1598124376142262272,64.0,Nov 30
261,62,1598119029600026624,62.0,Nov 30
262,63,1598117832348532736,-25.0,Nov 30
263,64,1598111338693550080,49.0,Nov 30
264,65,1598108479889477632,56.0,Nov 30
265,66,1598108445605253120,44.0,Nov 30
266,67,1598108146798858240,51.0,Nov 30
267,68,1598105304402563072,18.0,Nov 30
268,69,1598103601507102720,78.0,Nov 30
269,70,1598101410100674560,81.0,Nov 30
270,71,1598099032681086976,-54.0,Nov 30
271,72,1598097929814036480,46.0,Nov 30
272,73,1598097497414848512,0.0,Nov 30
273,74,1598097473092096000,0.0,Nov 30
274,75,1598096321352990720,64.0,Nov 30
275,76,1598096149474598912,48.0,Nov 30
276,77,1598094858509783040,80.0,Nov 30
277,78,1598093035367452672,49.0,Nov 30
278,79,1598086459395018752,27.0,Nov 30
279,80,1598084619710386176,64.0,Nov 30
280,81,1598076165402419200,44.0,Nov 30
281,82,1598073553001525248,93.0,Nov 30
282,83,1598072159280467968,58.0,Nov 30
283,84,1598070844265492480,0.0,Nov 30
284,85,1598070140628860928,0.0,Nov 30
285,86,1598068435891949568,77.0,Nov 30
286,87,1598068100032856064,0.0,Nov 30
287,88,1598067834768470016,0.0,Nov 30
288,89,1598067150929162240,91.0,Nov 30
289,90,1598064315504144384,81.0,Nov 30
290,91,1598063512500465664,-87.0,Nov 30
291,92,1598062407233830912,56.0,Nov 30
292,93,1598056689324167168,0.0,Nov 30
293,94,1598056272607481856,0.0,Nov 30
294,95,1598055392222662656,0.0,Nov 30
295,96,1598040155088375808,83.0,Nov 30
296,97,1598036233405751296,30.0,Nov 30
297,98,1598026872259981312,82.0,Nov 30
298,0,1598021893386571776,69.0,Nov 30
299,1,1598019548204396544,46.0,Nov 30
300,2,1598017439136362496,-32.0,Nov 30
0,0,1598723670410637312,0.0,Dec 1
1,1,1598723656368226304,42.0,Dec 1
2,2,1598723593873293312,36.0,Dec 1
3,3,1598723084793647104,0.0,Dec 1
4,4,1598723043097985024,73.0,Dec 1
5,5,1598722898268721152,72.0,Dec 1
6,6,1598722212684566528,56.0,Dec 1
7,7,1598722081751011328,0.0,Dec 1
8,8,1598722070682210304,81.0,Dec 1
9,9,1598721959943995392,0.0,Dec 1
10,10,1598721906689155072,78.0,Dec 1
11,11,1598721343310090240,-70.0,Dec 1
12,12,1598720858528579584,0.0,Dec 1
13,13,1598720855328100352,58.0,Dec 1
14,14,1598720803415236608,0.0,Dec 1
15,15,1598720531917832192,-18.0,Dec 1
16,16,1598720188396048384,46.0,Dec 1
17,17,1598720004081520640,-30.0,Dec 1
18,18,1598719968828325888,74.0,Dec 1
19,19,1598719865572958208,55.0,Dec 1
20,20,1598719824502222848,70.0,Dec 1
21,21,1598719545597956096,-23.0,Dec 1
22,22,1598719047285108736,0.0,Dec 1
23,23,1598718333662072832,25.0,Dec 1
24,24,1598717585180065792,46.0,Dec 1
25,25,1598716554111090688,0.0,Dec 1
26,26,1598716046932086784,-54.0,Dec 1
27,27,1598715501886439424,0.0,Dec 1
28,28,1598715478087958528,64.0,Dec 1
29,29,1598715421783228416,-5.0,Dec 1
30,30,1598715402938351616,56.0,Dec 1
31,31,1598715126407757824,0.0,Dec 1
32,32,1598714962146230272,26.0,Dec 1
33,33,1598714691937009664,-31.0,Dec 1
34,34,1598714662761426944,-18.0,Dec 1
35,35,1598714178919075840,44.0,Dec 1
36,36,1598713866292166656,0.0,Dec 1
37,37,1598713276015284224,67.0,Dec 1
38,38,1598713128103170048,0.0,Dec 1
39,39,1598712999065587712,27.0,Dec 1
40,40,1598712550622756864,67.0,Dec 1
41,41,1598712283928047616,91.0,Dec 1
42,42,1598712020521844736,-81.0,Dec 1
43,43,1598712020240433152,90.0,Dec 1
44,44,1598711537660985344,44.0,Dec 1
45,45,1598710943885557760,42.0,Dec 1
46,46,1598710800662814720,93.0,Dec 1
47,47,1598710694664622080,36.0,Dec 1
48,48,1598710646493044736,29.0,Dec 1
49,49,1598710025123307520,40.0,Dec 1
50,50,1598709697980219392,60.0,Dec 1
51,51,1598709257305743360,76.0,Dec 1
52,52,1598709194361806848,32.0,Dec 1
53,53,1598708651899789312,52.0,Dec 1
54,54,1598708278783090688,40.0,Dec 1
55,55,1598707138322276352,0.0,Dec 1
56,56,1598707018411425792,46.0,Dec 1
57,57,1598706884051365888,-71.0,Dec 1
58,58,1598706700059557888,78.0,Dec 1
59,59,1598706592349708288,71.0,Dec 1
60,60,1598706113654173696,45.0,Dec 1
61,61,1598705828852371456,-3.0,Dec 1
62,62,1598705814373822464,64.0,Dec 1
63,63,1598705531170226176,13.0,Dec 1
64,64,1598705528058044416,0.0,Dec 1
65,65,1598705274440687616,0.0,Dec 1
66,66,1598705136691707904,0.0,Dec 1
67,67,1598705001370718208,49.0,Dec 1
68,68,1598704988712493056,49.0,Dec 1
69,69,1598703875971633152,75.0,Dec 1
70,70,1598703873354792960,34.0,Dec 1
71,71,1598703624481378304,0.0,Dec 1
72,72,1598703491505016832,49.0,Dec 1
73,73,1598703441802502144,42.0,Dec 1
74,74,1598703312261488640,-53.0,Dec 1
75,75,1598702856483250176,76.0,Dec 1
76,76,1598702698941108224,0.0,Dec 1
77,77,1598702514027003904,-29.0,Dec 1
78,78,1598702417998069760,96.0,Dec 1
79,79,1598702392593510400,0.0,Dec 1
80,80,1598701527224524800,54.0,Dec 1
81,81,1598701450225364992,78.0,Dec 1
82,82,1598701419477217280,88.0,Dec 1
83,83,1598701260039147520,23.0,Dec 1
84,84,1598701085673525248,0.0,Dec 1
85,85,1598700612778352640,0.0,Dec 1
86,86,1598700421266161664,65.0,Dec 1
87,87,1598700125748137984,36.0,Dec 1
88,88,1598700004465680384,69.0,Dec 1
89,89,1598699479921610752,0.0,Dec 1
90,90,1598699297943572480,40.0,Dec 1
91,91,1598699237461704704,0.0,Dec 1
92,92,1598699149930614784,34.0,Dec 1
93,93,1598699023090667520,44.0,Dec 1
94,94,1598698666168320000,-3.0,Dec 1
95,95,1598698466690990080,0.0,Dec 1
96,96,1598698299187494912,73.0,Dec 1
97,97,1598698113598128128,0.0,Dec 1
98,98,1598697954189185024,88.0,Dec 1
99,99,1598697736450494464,27.0,Dec 1
100,0,1598697271255654400,30.0,Dec 1
101,1,1598697167849676800,-46.0,Dec 1
102,2,1598696872151060480,-66.0,Dec 1
103,3,1598696683130753024,79.0,Dec 1
104,4,1598696336899145728,-76.0,Dec 1
105,5,1598696225632849920,-44.0,Dec 1
106,6,1598695093573140480,10.0,Dec 1
107,7,1598694912203132928,0.0,Dec 1
108,8,1598694679406694400,20.0,Dec 1
109,9,1598693314403995648,-25.0,Dec 1
110,10,1598693207490953216,8.0,Dec 1
111,11,1598693031632306176,9.0,Dec 1
112,12,1598692372786839552,34.0,Dec 1
113,13,1598692343481307136,-53.0,Dec 1
114,14,1598692320190365696,0.0,Dec 1
115,15,1598691884372721664,78.0,Dec 1
116,16,1598691780135997440,0.0,Dec 1
117,17,1598691535830515712,-3.0,Dec 1
118,18,1598691450102988800,12.0,Dec 1
119,19,1598691414178570240,-54.0,Dec 1
120,20,1598691220397883392,0.0,Dec 1
121,21,1598690410007875584,42.0,Dec 1
122,22,1598689989822406656,16.0,Dec 1
123,23,1598689905151905792,0.0,Dec 1
124,24,1598689887070265344,-6.0,Dec 1
125,25,1598689740404019200,96.0,Dec 1
126,26,1598689650733817856,60.0,Dec 1
127,27,1598689575870009344,0.0,Dec 1
128,28,1598689306993991680,-27.0,Dec 1
129,29,1598689215227002880,0.0,Dec 1
130,30,1598688921088626688,86.0,Dec 1
131,31,1598688131657728000,68.0,Dec 1
132,32,1598687887310000128,29.0,Dec 1
133,33,1598687289076482048,60.0,Dec 1
134,34,1598687237830770688,60.0,Dec 1
135,35,1598687183187181568,60.0,Dec 1
136,36,1598687091264831488,60.0,Dec 1
137,37,1598686592465440768,79.0,Dec 1
138,38,1598686168186585088,0.0,Dec 1
139,39,1598686087941177344,59.0,Dec 1
140,40,1598685727440650240,49.0,Dec 1
141,41,1598685615221919744,78.0,Dec 1
142,42,1598684865871896576,0.0,Dec 1
143,43,1598684810851094528,0.0,Dec 1
144,44,1598684349959794688,3.0,Dec 1
145,45,1598684268535943168,0.0,Dec 1
146,46,1598683927153377280,93.0,Dec 1
147,47,1598683386486333440,0.0,Dec 1
148,48,1598683170874052608,0.0,Dec 1
149,49,1598682819743518720,36.0,Dec 1
150,50,1598682792879177728,56.0,Dec 1
151,51,1598682677875421184,-42.0,Dec 1
152,52,1598682454566797312,-37.0,Dec 1
153,53,1598682162563149824,-61.0,Dec 1
154,54,1598681305281077248,13.0,Dec 1
155,55,1598681277095370752,59.0,Dec 1
156,56,1598681099735076864,66.0,Dec 1
157,57,1598681096710930432,80.0,Dec 1
158,58,1598681094433406976,65.0,Dec 1
159,59,1598681092122451968,89.0,Dec 1
160,60,1598681089798803456,64.0,Dec 1
161,61,1598680920382476288,8.0,Dec 1
162,62,1598680586843193344,0.0,Dec 1
163,63,1598680459898150912,0.0,Dec 1
164,64,1598680374762409984,40.0,Dec 1
165,65,1598680129877643264,-46.0,Dec 1
166,66,1598680082264227840,35.0,Dec 1
167,67,1598679263397421056,8.0,Dec 1
168,68,1598678172328816640,-61.0,Dec 1
169,69,1598678048668368896,90.0,Dec 1
170,70,1598678011913666560,10.0,Dec 1
171,71,1598677846309933056,-73.0,Dec 1
172,72,1598676770567630848,-18.0,Dec 1
173,73,1598676010786033664,44.0,Dec 1
174,74,1598675907887394816,0.0,Dec 1
175,75,1598675897023864832,53.0,Dec 1
176,76,1598675846054744064,56.0,Dec 1
177,77,1598675697635049472,82.0,Dec 1
178,78,1598675515535130624,0.0,Dec 1
179,79,1598675102643748864,0.0,Dec 1
180,80,1598674456033087488,59.0,Dec 1
181,81,1598674153602568192,0.0,Dec 1
182,82,1598674132040036352,81.0,Dec 1
183,83,1598673896395399168,78.0,Dec 1
184,84,1598673745752768512,22.0,Dec 1
185,85,1598673327559790592,0.0,Dec 1
186,86,1598673308584509440,48.0,Dec 1
187,87,1598672892690333696,49.0,Dec 1
188,88,1598672810704080896,0.0,Dec 1
189,89,1598672700473589760,81.0,Dec 1
190,90,1598672676159111168,0.0,Dec 1
191,91,1598672142270357504,-30.0,Dec 1
192,92,1598672112364969984,0.0,Dec 1
193,93,1598672048640954368,69.0,Dec 1
194,94,1598671480916967424,0.0,Dec 1
195,95,1598670868796026880,28.0,Dec 1
196,96,1598670766165327872,-40.0,Dec 1
197,97,1598670556584448000,68.0,Dec 1
198,98,1598670104870342656,93.0,Dec 1
199,0,1598670049681838080,75.0,Dec 1
200,1,1598669716973064192,20.0,Dec 1
201,2,1598669036157472768,0.0,Dec 1
202,3,1598668361117728768,27.0,Dec 1
203,4,1598668325101350912,-51.0,Dec 1
204,5,1598667132589449216,0.0,Dec 1
205,6,1598666739096571904,67.0,Dec 1
206,7,1598666684344279040,0.0,Dec 1
207,8,1598666461404614656,0.0,Dec 1
208,9,1598666264402083840,48.0,Dec 1
209,10,1598666081219985408,36.0,Dec 1
210,11,1598665996436353024,-65.0,Dec 1
211,12,1598665299557224448,49.0,Dec 1
212,13,1598665186176815104,49.0,Dec 1
213,14,1598665138789580800,23.0,Dec 1
214,15,1598665086255583232,0.0,Dec 1
215,16,1598664925781426176,49.0,Dec 1
216,17,1598664796219789312,49.0,Dec 1
217,18,1598664509178187776,-84.0,Dec 1
218,19,1598664366206976000,56.0,Dec 1
219,20,1598663836210454528,57.0,Dec 1
220,21,1598663528038256640,53.0,Dec 1
221,22,1598663168066289664,0.0,Dec 1
222,23,1598663164337557504,-38.0,Dec 1
223,24,1598662614426345472,0.0,Dec 1
224,25,1598662496277110784,49.0,Dec 1
225,26,1598661145501614080,-70.0,Dec 1
226,27,1598661057576407040,38.0,Dec 1
227,28,1598660719092076544,-30.0,Dec 1
228,29,1598659517599911936,-34.0,Dec 1
229,30,1598659472792207360,0.0,Dec 1
230,31,1598658073333182464,25.0,Dec 1
231,32,1598656998291251200,81.0,Dec 1
232,33,1598656419611672576,13.0,Dec 1
233,34,1598655960423305216,13.0,Dec 1
234,35,1598655659792293888,74.0,Dec 1
235,36,1598655622303473664,-81.0,Dec 1
236,37,1598655162524237824,69.0,Dec 1
237,38,1598654994059763712,72.0,Dec 1
238,39,1598654475320799232,9.0,Dec 1
239,40,1598654215483961344,0.0,Dec 1
240,41,1598654087314087936,0.0,Dec 1
241,42,1598654020909993984,59.0,Dec 1
242,43,1598653674628485120,59.0,Dec 1
243,44,1598653572886970368,-74.0,Dec 1
244,45,1598653533053923328,0.0,Dec 1
245,46,1598653320973127680,74.0,Dec 1
246,47,1598652710454075392,13.0,Dec 1
247,48,1598651564402655232,77.0,Dec 1
248,49,1598651383783514112,93.0,Dec 1
249,50,1598650488026988544,68.0,Dec 1
250,51,1598650252952600576,-8.0,Dec 1
251,52,1598649719730843648,0.0,Dec 1
252,53,1598649201402863616,86.0,Dec 1
253,54,1598648540292521984,-32.0,Dec 1
254,55,1598648539080314880,0.0,Dec 1
255,56,1598647677171949568,-54.0,Dec 1
256,57,1598646918791372800,39.0,Dec 1
257,58,1598645924519153664,0.0,Dec 1
258,59,1598645514421293056,71.0,Dec 1
259,60,1598644963398778880,-89.0,Dec 1
260,61,1598644878451277824,-0.0,Dec 1
261,62,1598644766866116608,0.0,Dec 1
262,63,1598643732454121472,69.0,Dec 1
263,64,1598643405025853440,0.0,Dec 1
264,65,1598643131552976896,-7.0,Dec 1
265,66,1598642641159299072,82.0,Dec 1
266,67,1598641753061466112,44.0,Dec 1
267,68,1598641534538502144,62.0,Dec 1
268,69,1598640308245471232,92.0,Dec 1
269,70,1598639996994736128,0.0,Dec 1
270,71,1598639410630733824,-58.0,Dec 1
271,72,1598639359783186432,0.0,Dec 1
272,73,1598639306075168768,38.0,Dec 1
273,74,1598638520461148160,32.0,Dec 1
274,75,1598638319470088192,-27.0,Dec 1
275,76,1598638272338874368,66.0,Dec 1
276,77,1598638215304548352,81.0,Dec 1
277,78,1598637897074167808,40.0,Dec 1
278,79,1598636904328859648,48.0,Dec 1
279,80,1598636807394324480,80.0,Dec 1
280,81,1598636514329907200,63.0,Dec 1
281,82,1598636284372713472,48.0,Dec 1
282,83,1598635537245822976,-10.0,Dec 1
283,84,1598635509202526208,0.0,Dec 1
284,85,1598635416722472960,0.0,Dec 1
285,86,1598633525791510528,36.0,Dec 1
286,87,1598633270232682496,31.0,Dec 1
287,88,1598633249512849408,0.0,Dec 1
288,89,1598632998362296320,44.0,Dec 1
289,90,1598632819646992384,5.0,Dec 1
290,91,1598632057869340672,0.0,Dec 1
291,92,1598631658072203264,85.0,Dec 1
292,93,1598631470825865216,65.0,Dec 1
293,94,1598631283948720128,20.0,Dec 1
294,95,1598631269658664960,38.0,Dec 1
295,96,1598631171075850240,0.0,Dec 1
296,97,1598630432043847680,59.0,Dec 1
297,98,1598630022964731904,85.0,Dec 1
298,99,1598629258179612672,30.0,Dec 1
299,0,1598629041291993088,94.0,Dec 1
300,1,1598628877328437248,32.0,Dec 1
301,2,1598628406089990144,36.0,Dec 1
302,3,1598628179635326976,-60.0,Dec 1
303,4,1598627966879252480,-8.0,Dec 1
304,5,1598627449180344320,66.0,Dec 1
305,6,1598626874007101440,3.0,Dec 1
306,7,1598626762220797952,32.0,Dec 1
307,8,1598626626618679296,64.0,Dec 1
308,9,1598626418115616768,32.0,Dec 1
309,10,1598625746116907008,40.0,Dec 1
310,11,1598625703334772736,-20.0,Dec 1
311,12,1598625136093155328,90.0,Dec 1
312,13,1598624964051181568,20.0,Dec 1
313,14,1598624742436732928,0.0,Dec 1
314,15,1598623643818655744,-43.0,Dec 1
315,16,1598623641377570816,71.0,Dec 1
316,17,1598623581063217152,0.0,Dec 1
317,18,1598623578009772032,-86.0,Dec 1
318,19,1598623507210207232,52.0,Dec 1
319,20,1598623472082735104,93.0,Dec 1
320,21,1598623054757773312,76.0,Dec 1
321,22,1598622994804490240,62.0,Dec 1
322,23,1598622943332167680,81.0,Dec 1
323,24,1598622542427717632,62.0,Dec 1
324,25,1598622458164264960,0.0,Dec 1
325,26,1598622412333273088,86.0,Dec 1
326,27,1598621793396281344,8.0,Dec 1
327,28,1598621195359895552,0.0,Dec 1
328,29,1598621068901502976,0.0,Dec 1
